SECTOR,BAC
s1,0.08595405686706845
s2,0.11633660419209678
s3,0.42052888684925976
s4,0.6671513284543386
s5,0.829034858709894
s6,0.6259631741840421
s7,1.1323564743038885
s8,1.766527561615538
s9,1.4537312951373038
t1,2.3430453290590707
t2,2.5190480062008005
t3,0.9864241986951531
t4,0.9776883518615981
t5,1.2052607066634449
